1.匿名的用户 ID ,2.使用者的当前位置信息 ,3.使用者的上车位置信息 ,4.使用者的下车位置信息 ,7.订单发起时间 ,8.订单结束时间 
3.12605E+12,"123.430096,41.731673","123.42925998264,41.731667209201","123.45988633898,41.731431206597",2018/8/8 14:52,2018/8/8 15:15
3.12963E+12,"123.453789,41.68429","123.45380302407,41.684419506912","123.49328342239,41.683653867735",2018/8/8 12:13,2018/8/8 12:30
3.13304E+12,"123.429786,41.895562","123.42994589869,41.895472853841","123.39753669908,41.936724584775",2018/8/8 12:38,2018/8/8 12:54
3.17384E+12,"123.450662,41.80717","123.45164686415,41.808073459201","123.41624945747,41.800899522569",2018/8/8 9:22,2018/8/8 9:51
3.17528E+12,"123.421806,41.787217","123.42085824389,41.786875463798","123.39279503927,41.777294317422",2018/8/8 14:33,2018/8/8 14:53
3.17736E+12,"123.422077,41.813197","123.42067314369,41.812123287017","123.37699489236,41.827253053499",2018/8/8 16:09,2018/8/8 16:29
3.17933E+12,"123.401991,41.748873","123.40221652561,41.74887125651","123.42472005208,41.752917751736",2018/8/8 17:15,2018/8/8 17:38
3.1797E+12,"123.397507,41.743845","123.39722949378,41.744178678806","123.4005706866,41.792407361795",2018/8/8 19:03,2018/8/8 19:23
3.17978E+12,"123.461846,41.677899","123.46281333522,41.67794025215","123.48941824091,41.690053145201",2018/8/8 12:34,2018/8/8 12:43
3.23618E+12,"123.432652,41.781","123.43289781566,41.780966662538","123.44250975503,41.770497396706",2018/8/8 10:23,2018/8/8 10:33
3.24791E+12,"123.425027,41.776796","123.42509585532,41.777632287669","123.34967729137,41.790761886255",2018/8/8 18:03,2018/8/8 18:44
3.26864E+12,"123.436339,41.8162","123.43580144333,41.816195606183","123.47729034771,41.763458886758",2018/8/8 11:49,2018/8/8 12:23
3.27538E+12,"123.483795,41.79106","123.48577314709,41.797402460574","123.53668469096,41.81992156774",2018/8/8 5:24,2018/8/8 5:40
3.28307E+12,"123.47168,41.796972","123.47381243303,41.797913313151","123.42150645101,41.789877299088",2018/8/8 11:40,2018/8/8 12:14
3.34254E+12,"123.49015,41.884097","123.49039026752,41.8847976771","123.55449794268,41.945600565612",2018/8/8 6:27,2018/8/8 6:43
3.35635E+12,"123.374661,41.822129","123.37515543178,41.82147527671","123.40860145168,41.827016074593",2018/8/8 12:27,2018/8/8 12:47
3.39517E+12,"123.400691,41.777786","123.40024523717,41.777950580821","123.37841731379,41.815028060542",2018/8/8 16:31,2018/8/8 17:06
3.41224E+12,"123.450347,41.787944","123.44979437934,41.787959798177","123.41019259983,41.804632703993",2018/8/8 15:20,2018/8/8 16:00
3.47507E+12,"123.419499,41.831779","123.41965632359,41.831839219451","123.4210450506,41.838762713947",2018/8/8 8:45,2018/8/8 8:59
3.47513E+12,"123.471304,41.782416","123.47235938279,41.782695959503","123.54509723694,41.812639620934",2018/8/8 12:32,2018/8/8 12:54
3.49844E+12,"123.401437,41.782746","123.40145453559,41.782878689236","123.40541042752,41.817065700955",2018/8/8 13:50,2018/8/8 14:11
3.50407E+12,"123.42432,41.868949","123.42482069227,41.86939046224","123.44417100694,41.816482204861",2018/8/8 15:18,2018/8/8 15:40
3.52962E+12,"123.487299,41.743466","123.48732111949,41.743915792828","123.48792127845,41.77290447996",2018/8/8 15:50,2018/8/8 16:06
3.55794E+12,"123.567806,41.937233","123.56697918074,41.937392371111","123.59602977088,41.92898660597",2018/8/8 21:49,2018/8/8 21:59
3.57055E+12,"123.496765,41.750655","123.49556185378,41.751107198356","123.44327364346,41.727570410245",2018/8/8 18:51,2018/8/8 19:13
5.00003E+12,"121.447329,28.647227","123.44828499634,41.797006600092","123.38832439498,41.772528065288",2018/8/8 20:47,2018/8/8 21:15
5.00003E+12,"123.474423,41.78191","123.47705474947,41.778690110597","123.51353795412,41.748193007298",2018/8/8 19:17,2018/8/8 19:49
5.00003E+12,"123.420824,41.773133","123.4197416431,41.773484370426","123.2965937344,41.834163319902",2018/8/8 16:53,2018/8/8 17:52
5.00004E+12,"123.437929,41.755225","123.43699671885,41.75624411799","123.36090152562,41.813605972543",2018/8/8 16:48,2018/8/8 17:48
5.00004E+12,"123.356844,41.800957","123.35692708333,41.801312934028","123.3834757487,41.838481445313",2018/8/8 14:49,2018/8/8 15:07
5.00004E+12,"123.413819,41.96453","123.41253200955,41.964940863715","123.42885036892,41.919392632378",2018/8/8 13:55,2018/8/8 14:08
5.00004E+12,"123.43705,41.817519","123.38080410674,41.796921356817","123.36580216227,41.761274248511",2018/8/8 20:08,2018/8/8 20:24
5.00005E+12,"123.376794,41.832113","123.37673430174,41.832308630407","123.36022638249,41.860112333451",2018/8/8 8:31,2018/8/8 8:48
5.00006E+12,"123.408486,41.903831","123.40708781484,41.90495440432","123.42989837615,41.832348318973",2018/8/8 17:26,2018/8/8 18:04
5.00006E+12,"123.409383,41.734353","123.40843803438,41.733821990686","123.36295994347,41.785193799967",2018/8/8 11:08,2018/8/8 11:41
5.00006E+12,"123.500286,41.686621","123.49957134667,41.685660325782","123.47462769199,41.67681128573",2018/8/8 10:38,2018/8/8 10:45
5.00006E+12,"123.451178,41.784555","123.45181911754,41.78405937641","123.45974828056,41.788492077912",2018/8/8 9:22,2018/8/8 9:33
5.00006E+12,"123.346639,41.819655","123.34848533732,41.818918160307","123.35785220827,41.803213539519",2018/8/8 8:28,2018/8/8 8:44
5.00009E+12,"123.501604,41.795727","123.50153814528,41.796226437754","123.4423693003,41.77027839135",2018/8/8 16:16,2018/8/8 16:48
5.0001E+12,"123.410125,41.821555","123.41020182292,41.821233995226","123.39519666884,41.835869411892",2018/8/8 20:16,2018/8/8 20:31
5.00011E+12,"123.442763,41.795312","123.44245415582,41.795274793837","123.43672363281,41.818180881076",2018/8/8 11:52,2018/8/8 12:08
5.00011E+12,"123.432034,41.772771","123.43210562889,41.773050042117","123.42635882887,41.790660423125",2018/8/8 20:12,2018/8/8 20:27
5.00011E+12,"123.464727,41.804298","123.46443695326,41.803908392331","123.43941037252,41.84532472738",2018/8/8 15:44,2018/8/8 16:11
5.00012E+12,"123.406008,41.946122","123.40562328762,41.945923939958","123.36721450528,41.858567988408",2018/8/8 22:29,2018/8/8 23:01
5.00013E+12,"123.572868,41.959207","123.57110098546,41.959912479123","123.52004978829,42.045893460734",2018/8/8 20:43,2018/8/8 21:00
5.00013E+12,"123.448476,41.801566","123.44743892433,41.801523203723","123.38602926603,41.798302277995",2018/8/8 21:59,2018/8/8 22:22
5.00013E+12,"123.369735,41.792165","123.36939536386,41.792294347646","123.37632745871,41.766749529017",2018/8/8 12:53,2018/8/8 13:13
5.00014E+12,"123.333906,41.93875","123.33465471163,41.938412491189","123.4383359805,41.946795148679",2018/8/8 7:16,2018/8/8 7:39
5.00015E+12,"123.384223,41.789317","123.38328993056,41.789514431424","123.36647596571,41.803444552951",2018/8/8 23:41,2018/8/8 23:52
5.00016E+12,"123.282338,41.784449","123.2846500651,41.783491210937","123.27557996962,41.776746419271",2018/8/8 13:10,2018/8/8 13:26
5.00016E+12,"123.33277,41.774666","123.33396444114,41.775130302666","123.37081222106,41.771033505885",2018/8/8 6:33,2018/8/8 6:54
5.00016E+12,"123.391712,41.797738","123.39157883397,41.797885948422","123.39442299489,41.826277919113",2018/8/8 13:55,2018/8/8 14:19
5.00016E+12,"123.438269,41.76659","123.43838650174,41.766384819878","123.44987494575,41.773712293837",2018/8/8 20:12,2018/8/8 20:22
5.00017E+12,"123.35886,41.751425","123.35832780232,41.75210738341","123.39904302537,41.782337011947",2018/8/8 19:38,2018/8/8 20:03
5.00017E+12,"123.496396,41.775809","123.49682752821,41.776471625434","123.45947482639,41.804328342014",2018/8/8 16:15,2018/8/8 16:45
5.00017E+12,"123.426751,41.765058","123.42771490083,41.765376517703","123.45273664624,41.814360937868",2018/8/8 13:51,2018/8/8 14:21
5.00017E+12,"123.288358,41.796791","123.28804668837,41.796789398452","123.1382755945,41.788165525805",2018/8/8 11:21,2018/8/8 11:50
5.00017E+12,"123.427692,41.771869","123.42837276801,41.771365994559","123.46994099526,41.719583036103",2018/8/8 12:21,2018/8/8 12:39
5.00017E+12,"123.496299,41.833355","123.49633206288,41.833296667795","123.43639205664,41.818111484642",2018/8/8 12:56,2018/8/8 13:17
5.00018E+12,"123.394016,41.93015","123.39292854497,41.929329592552","123.35760571484,41.895510874813",2018/8/8 8:40,2018/8/8 8:55
5.00018E+12,"123.483709,41.693931","123.48379262398,41.69406401444","123.45516705599,41.726760892743",2018/8/8 16:55,2018/8/8 17:18
5.00018E+12,"123.146883,41.783041","123.14674066822,41.783278155082","123.3059862419,41.780801455107",2018/8/8 8:52,2018/8/8 9:35
5.00019E+12,"123.392748,41.779164","123.39218309752,41.778266431643","123.42477916868,41.789051005436",2018/8/8 15:37,2018/8/8 16:08
5.00019E+12,"123.531855,41.817586","123.53204586001,41.81696016431","123.5353336223,41.808879387768",2018/8/8 16:29,2018/8/8 16:41
5.00019E+12,"123.479695,41.787664","123.47978941307,41.78760633212","123.47670988568,41.828061481933",2018/8/8 16:46,2018/8/8 17:08
5.00019E+12,"123.450145,41.84918","123.4499858941,41.849084472656","123.41277777778,41.786840549045",2018/8/8 6:58,2018/8/8 7:39
5.00019E+12,"123.403572,41.784189","123.40344200226,41.784343434417","123.51982095756,41.841290643336",2018/8/8 2:16,2018/8/8 2:51
5.0002E+12,"123.414118,41.822884","123.41422120988,41.822907298115","123.45323647883,41.801475193465",2018/8/8 9:48,2018/8/8 10:16
5.0002E+12,"123.318908,41.787651","123.31938395182,41.786194932726","123.40663248698,41.916564670139",2018/8/8 14:08,2018/8/8 14:35
5.00021E+12,"123.414749,41.802613","123.41462356177,41.80256702482","123.4282124556,41.78125405176",2018/8/8 17:31,2018/8/8 18:04
5.00021E+12,"123.394852,41.736424","123.39467404192,41.736675521563","123.39961006415,41.728729255255",2018/8/8 17:07,2018/8/8 17:12
5.00022E+12,"123.44405,41.816632","123.44336443729,41.816560290368","123.4407597974,41.797017719213",2018/8/8 16:57,2018/8/8 17:26
5.00022E+12,"123.225937,41.74081","123.22544742041,41.744837447904","123.24675187924,41.748964881985",2018/8/8 22:27,2018/8/8 22:37
5.00023E+12,"123.355918,41.814929","123.35611519454,41.814925513964","123.37812711717,41.815119193876",2018/8/8 14:34,2018/8/8 14:44
5.00023E+12,"123.435134,41.772329","123.43552774872,41.774174820124","123.49382939313,41.773336228899",2018/8/8 18:57,2018/8/8 19:18
5.00024E+12,"123.456605,41.720117","123.45674418594,41.720259705211","123.42134916518,41.677349063357",2018/8/8 15:54,2018/8/8 16:18
5.00024E+12,"123.477861,41.851763","123.47815889178,41.851991401704","123.41251450534,41.831886374776",2018/8/8 12:35,2018/8/8 12:52
1.75922E+13,"123.523015,42.049514","123.52035596585,42.049881669077","123.51027238578,41.944336974124",2018/8/8 20:16,2018/8/8 20:49
1.75922E+13,"123.281141,41.784134","123.28215692517,41.782161991981","123.24017886024,41.786028926172",2018/8/8 20:05,2018/8/8 20:19
1.75922E+13,"123.515144,41.838857","123.5152671894,41.838803137633","123.40608339835,41.80632229118",2018/8/8 21:09,2018/8/8 21:35
1.75922E+13,"123.487318,41.738334","123.48731228299,41.738230794271","123.45337863498,41.743929578993",2018/8/8 10:55,2018/8/8 11:12
1.75922E+13,"123.377725,41.893234","123.37749263183,41.8933444658","123.41657655529,41.95991936194",2018/8/8 14:45,2018/8/8 15:29
1.75922E+13,"123.389324,41.812491","123.38921626821,41.812577590896","123.45527550284,41.833377088145",2018/8/8 5:59,2018/8/8 6:21
1.75922E+13,"123.347732,41.82188","123.3450930447,41.821579047309","123.38851752387,41.798838161892",2018/8/8 11:01,2018/8/8 11:31
1.75922E+13,"123.324663,41.83874","123.32713163889,41.838396547685","123.40860328607,41.788367959651",2018/8/8 15:04,2018/8/8 15:39
1.75922E+13,"123.460286,41.768307","123.45995310194,41.768540711105","123.43391510083,41.783666617124",2018/8/8 17:29,2018/8/8 17:53
1.75922E+13,"123.457037,41.680302","123.45646260839,41.683755718829","123.41032502829,41.657729233499",2018/8/8 16:35,2018/8/8 16:55
1.75922E+13,"123.29768,41.79169","123.3029300331,41.790406781909","123.29762688459,41.842576292745",2018/8/8 21:20,2018/8/8 21:43
1.75922E+13,"123.3971,41.854587","123.39807445043,41.855032721922","123.41134436331,41.787866992843",2018/8/8 9:22,2018/8/8 10:19
1.75922E+13,"123.450255,41.72084","123.45039109117,41.72060637282","123.4641411314,41.703521282549",2018/8/8 18:25,2018/8/8 18:37
1.75922E+13,"123.379321,41.794618","123.43338378906,41.811249457465","123.41650065104,41.830312228733",2018/8/8 17:15,2018/8/8 17:45
1.75922E+13,"123.414348,41.686026","123.41454124051,41.685913278915","123.38737379252,41.69620105195",2018/8/8 10:38,2018/8/8 10:49
1.75922E+13,"123.327941,41.740213","123.32826860363,41.740696410232","123.39778635508,41.793267439304",2018/8/8 14:40,2018/8/8 15:24
1.75923E+13,"123.431402,41.863886","123.43199037106,41.865242945225","123.40941714764,41.795301269646",2018/8/8 8:16,2018/8/8 9:07
1.75923E+13,"123.467395,41.803408","123.46795241911,41.803520144556","123.45007247359,41.7858073053",2018/8/8 10:36,2018/8/8 10:58
1.75923E+13,"123.255474,41.740261","123.25567676434,41.740059411207","123.23775016345,41.720562395962",2018/8/8 23:36,2018/8/8 23:45
1.75923E+13,"123.491146,41.765115","123.49102192362,41.765634355227","123.39320574472,41.775949235812",2018/8/8 22:33,2018/8/8 22:56
1.75923E+13,"123.436864,41.775651","123.43668945312,41.776845431858","123.43318169488,41.785188530816",2018/8/8 1:13,2018/8/8 1:19
1.75923E+13,"123.380787,41.799276","123.38072048611,41.798850097656","123.37594590929,41.807175564236",2018/8/8 13:14,2018/8/8 13:22
1.75923E+13,"123.264175,41.766002","123.26373378176,41.765544868094","123.32867301514,41.658513353007",2018/8/8 21:54,2018/8/8 22:18
1.75923E+13,"123.395646,41.792683","123.39588619406,41.793352274433","123.40103119984,41.748386842582",2018/8/8 12:31,2018/8/8 12:55
1.75923E+13,"123.424856,41.790505","123.42425482856,41.791134982639","123.4033835178,41.802292209201",2018/8/8 14:32,2018/8/8 14:47
1.75923E+13,"123.443693,41.750588","123.45475640191,41.742994791667","123.46661512587,41.748202311198",2018/8/8 14:07,2018/8/8 14:18
1.75923E+13,"123.411981,41.690496","123.41167802321,41.69017450652","123.43870000784,41.683871969254",2018/8/8 23:19,2018/8/8 23:29
1.75923E+13,"123.321409,41.750236","123.32308349579,41.748548292163","123.39695233107,41.790734473093",2018/8/8 9:08,2018/8/8 9:53
1.75923E+13,"123.44819,41.710088","123.44822462116,41.709976519551","123.43864323554,41.68842441839",2018/8/8 17:12,2018/8/8 17:25
1.75923E+13,"123.408947,41.794746","123.40934488932,41.795139702691","123.45376708984,41.797853190104",2018/8/8 9:50,2018/8/8 10:18
1.75923E+13,"123.404185,41.916634","123.40425925392,41.916669198324","123.39298664551,41.929273074643",2018/8/8 20:42,2018/8/8 20:57
1.75923E+13,"123.534659,42.04945","123.53465964759,42.050929761471","123.51729541409,42.057168005442",2018/8/8 17:12,2018/8/8 17:20
1.75923E+13,"123.412472,41.965341","123.39430774508,41.963588370185","123.41597291645,41.894291735824",2018/8/8 7:53,2018/8/8 8:21
1.75923E+13,"123.492987,41.807603","123.49317181784,41.808739871412","123.4981526144,41.807526985564",2018/8/8 10:57,2018/8/8 11:01
1.75923E+13,"123.385942,41.813413","123.38842633734,41.814453962969","123.32584289494,41.786144929973",2018/8/8 18:14,2018/8/8 18:55
1.75923E+13,"123.385276,41.737772","123.38485561255,41.738105775127","123.3330306325,41.649762861169",2018/8/8 0:48,2018/8/8 1:15
1.75923E+13,"123.302624,41.843341","123.30295518663,41.843296169705","123.34773952908,41.802939453125",2018/8/8 20:22,2018/8/8 20:48
1.75923E+13,"123.397882,41.819816","123.39694517913,41.820038688325","123.34852298556,41.80362611292",2018/8/8 10:03,2018/8/8 10:32
1.75923E+13,"123.455775,41.723171","123.4552198592,41.723356487138","123.46329600047,41.721017276609",2018/8/8 15:39,2018/8/8 15:44
1.75923E+13,"123.43783,41.808374","123.4375321018,41.807737000985","123.46418217249,41.80745469933",2018/8/8 8:04,2018/8/8 8:21
1.75923E+13,"123.450906,41.72146","123.45082602762,41.721698959602","123.43616522986,41.784143517739",2018/8/8 21:52,2018/8/8 22:08
1.75923E+13,"123.437709,41.688899","123.43777171558,41.689005143617","123.45573078068,41.725687135712",2018/8/8 8:40,2018/8/8 9:06
1.75923E+13,"123.486659,41.807201","123.488775251,41.809051686365","123.50862303861,41.830779562124",2018/8/8 0:10,2018/8/8 0:31
1.75923E+13,"123.399658,41.79792","123.39855297118,41.797264114922","123.4486121379,41.734146699838",2018/8/8 14:57,2018/8/8 15:34
1.75923E+13,"123.399969,41.787109","123.40019450982,41.787262035157","123.34883974606,41.747345870562",2018/8/8 8:50,2018/8/8 9:24
1.75923E+13,"123.37064,41.80965","123.37048305367,41.809563626154","123.3312742253,41.750747771036",2018/8/8 21:14,2018/8/8 21:43
1.75923E+13,"123.48704,41.83434","123.4873038737,41.83449734158","123.52414876302,41.904620768229",2018/8/8 7:16,2018/8/8 7:42
1.75923E+13,"123.429845,41.809481","123.43141543726,41.808907376725","123.41843842257,41.852814905328",2018/8/8 13:59,2018/8/8 14:22
1.75923E+13,"123.44341,41.81695","123.44326990589,41.816782288708","123.41507554905,41.837081425744",2018/8/8 15:12,2018/8/8 15:50
1.75923E+13,"123.48076,41.851268","123.48086587333,41.851230959399","123.41954051528,41.941691896755",2018/8/8 22:54,2018/8/8 23:08
1.75923E+13,"123.360786,41.808792","123.36137235554,41.808748753208","123.40551489849,41.852300020702",2018/8/8 10:44,2018/8/8 11:11
1.75923E+13,"123.496405,41.827818","123.49775990886,41.828322429052","123.43883329432,41.838797909842",2018/8/8 9:21,2018/8/8 9:41
1.75923E+13,"123.366011,41.792995","123.36663058811,41.792849121094","123.48331325955,41.758946397569",2018/8/8 7:19,2018/8/8 8:08
1.75923E+13,"123.43815,41.796684","123.43816329509,41.796687353062","123.56544967351,41.792216813419",2018/8/8 23:08,2018/8/8 23:34
1.75923E+13,"123.493838,41.763098","123.49389041191,41.763104752667","123.49337217136,41.705355398063",2018/8/8 22:50,2018/8/8 23:09
1.75923E+13,"123.525179,41.809546","123.52499104818,41.809578450521","123.47778645833,41.805602756076",2018/8/8 22:48,2018/8/8 23:06
1.75923E+13,"123.487073,41.743683","123.48656132392,41.743987712832","123.45607978523,41.654580507667",2018/8/8 12:17,2018/8/8 12:37
1.75924E+13,"123.430268,41.765651","123.43096327764,41.765482104458","123.40314168024,41.800725487461",2018/8/8 14:16,2018/8/8 14:57
1.75924E+13,"123.418243,41.887517","123.41981746513,41.888110438293","123.35498855221,41.826561995712",2018/8/8 4:54,2018/8/8 5:13
1.75924E+13,"123.398889,41.770823","123.39884819878,41.771015353733","123.41101671007,41.807364908854",2018/8/8 18:15,2018/8/8 18:47
1.75924E+13,"123.302253,41.773528","123.3021537682,41.773367321143","123.35760035085,41.895517835363",2018/8/8 10:31,2018/8/8 11:14
1.75924E+13,"123.521132,41.841135","123.52683659215,41.850132429347","123.5367800725,41.858351432122",2018/8/8 18:51,2018/8/8 18:59
1.75924E+13,"123.397023,41.802734","123.39724500868,41.80298421224","123.46472222222,41.810641276042",2018/8/8 1:31,2018/8/8 1:44
1.75924E+13,"123.412492,41.826052","123.4126155599,41.826163194444","123.35392903646,41.864797634549",2018/8/8 15:46,2018/8/8 16:10
1.75924E+13,"123.43707,41.802373","123.43719800053,41.802247635729","123.39219942574,41.788787542962",2018/8/8 14:33,2018/8/8 14:58
1.75924E+13,"123.320433,41.763402","123.32056538071,41.763531447953","123.3916525635,41.795116746612",2018/8/8 3:56,2018/8/8 4:08
1.75924E+13,"123.427968,41.780388","123.42803733881,41.780555447207","123.33321596153,41.81150551416",2018/8/8 22:19,2018/8/8 22:54
1.75924E+13,"123.412535,41.795347","123.41305636936,41.795903320312","123.42487386068,41.77029296875",2018/8/8 12:46,2018/8/8 13:15
1.75924E+13,"123.451773,41.729262","123.45179033072,41.729130634795","123.53055004117,41.690690450805",2018/8/8 12:41,2018/8/8 13:01
1.75924E+13,"123.438654,41.775973","123.43867702908,41.776954752604","123.41237006293,41.789168294271",2018/8/8 16:49,2018/8/8 17:36
1.75924E+13,"123.418638,41.794127","123.41861165365,41.794104546441","123.45392957899,41.811843804253",2018/8/8 22:33,2018/8/8 22:54
1.75924E+13,"123.452306,41.785367","123.45231232837,41.785385964803","123.48105650263,41.833881664026",2018/8/8 11:20,2018/8/8 11:40
1.75924E+13,"123.377121,41.820957","123.37524059161,41.82145746494","123.38772597394,41.797511467204",2018/8/8 6:21,2018/8/8 6:41
1.75924E+13,"123.457899,41.707064","123.45775235218,41.707176167009","123.4616173134,41.735659422764",2018/8/8 19:20,2018/8/8 19:32
1.75924E+13,"123.427829,41.772875","123.42341866054,41.771956515281","123.42270793665,41.772312014354",2018/8/8 14:56,2018/8/8 14:56
1.75924E+13,"123.48937,41.69015","123.48963672842,41.690160696379","123.48151432086,41.727531248349",2018/8/8 20:00,2018/8/8 20:08
1.75924E+13,"123.376219,41.794971","123.37469509549,41.795119900174","123.44109646267,41.795335557726",2018/8/8 8:15,2018/8/8 8:56
1.75925E+13,"123.466931,41.731742","123.46778628999,41.732233103178","123.41174287886,41.765617724674",2018/8/8 22:03,2018/8/8 22:19
1.75925E+13,"123.450358,41.801096","123.45022953693,41.801379110335","123.4742426893,41.807083755554",2018/8/8 10:24,2018/8/8 10:38
1.75925E+13,"123.401957,41.78502","123.4025208513,41.784822439297","123.50077948774,41.739915671565",2018/8/8 12:06,2018/8/8 12:41
1.75925E+13,"123.442438,41.927768","123.44250450454,41.927940891931","123.4056913832,41.916587837921",2018/8/8 20:44,2018/8/8 20:58
1.75925E+13,"123.472269,41.705143","123.47363704775,41.705130105231","123.44914613317,41.722676170373",2018/8/8 8:49,2018/8/8 9:03
1.75925E+13,"123.390317,41.785213","123.39046847873,41.785651855469","123.48290011936,41.808115505642",2018/8/8 11:07,2018/8/8 11:51
1.75925E+13,"123.462365,41.734809","123.46214653863,41.734803873698","123.47031548394,41.823240017361",2018/8/8 2:44,2018/8/8 3:07
1.75925E+13,"123.430358,41.80247","123.43011551978,41.802442278445","123.43834194312,41.825923973177",2018/8/8 18:08,2018/8/8 18:26
1.75925E+13,"123.470832,41.748328","123.47084285246,41.748336471089","123.43962919978,41.805253914058",2018/8/8 14:35,2018/8/8 15:09
1.75925E+13,"123.398848,41.7927","123.39878190997,41.793287293393","123.32800311887,41.827186759334",2018/8/8 15:02,2018/8/8 15:33
1.75925E+13,"123.308744,41.783554","123.30866145639,41.784834440771","123.30704807872,41.762754524793",2018/8/8 21:24,2018/8/8 21:35
1.75925E+13,"123.517575,41.817937","123.51721191406,41.818375108507","123.43825602214,41.816255425347",2018/8/8 12:32,2018/8/8 12:51
1.75925E+13,"123.320921,41.830669","123.32200905419,41.830773208461","123.30560425613,41.792148648185",2018/8/8 17:44,2018/8/8 18:12
1.75925E+13,"123.442196,41.766317","123.44217393663,41.766248372396","123.432421875,41.787214084201",2018/8/8 22:36,2018/8/8 22:50
1.75925E+13,"123.455215,41.760736","123.45555651721,41.761068213741","123.43275842562,41.791829250078",2018/8/8 11:05,2018/8/8 11:41
1.75925E+13,"123.386399,41.745795","123.38522877535,41.746196385002","123.45379628771,41.799389319343",2018/8/8 21:05,2018/8/8 21:39
1.75925E+13,"123.394644,41.792138","123.39472858143,41.792085108466","123.3851518661,41.745043282722",2018/8/8 13:05,2018/8/8 13:24
1.75925E+13,"123.498123,41.748389","123.50178444019,41.749308291539","123.43523436113,41.765647823297",2018/8/8 9:38,2018/8/8 10:07
1.75925E+13,"123.496316,41.740727","123.49622895015,41.740911626101","123.44712693692,41.798872383087",2018/8/8 17:02,2018/8/8 17:44
1.75925E+13,"123.434922,41.758589","123.43526074883,41.758859943439","123.41876184352,41.792236363311",2018/8/8 11:18,2018/8/8 11:45
1.75925E+13,"123.413386,41.820432","123.41304009964,41.821238818637","123.40719384125,41.854105176799",2018/8/8 12:54,2018/8/8 13:20
1.75926E+13,"123.451636,41.845902","123.4517806443,41.846489397414","123.44246412608,41.808308036054",2018/8/8 16:31,2018/8/8 16:55
1.75926E+13,"123.495222,41.762559","123.49391397834,41.763119704385","123.45102182815,41.81302191489",2018/8/8 9:17,2018/8/8 10:03
1.75926E+13,"123.227813,41.729049","123.22918003126,41.729417245171","123.21172363946,41.744207234479",2018/8/8 7:55,2018/8/8 8:04
1.75926E+13,"123.481311,41.808267","123.48125707709,41.808259541743","123.40820464553,41.772073434997",2018/8/8 13:31,2018/8/8 14:04
1.75926E+13,"123.471017,41.802955","123.47140532043,41.803365447173","123.46287614471,41.781762872964",2018/8/8 13:17,2018/8/8 13:39
1.75926E+13,"123.411784,41.852664","123.41146414496,41.852651092082","123.40988255591,41.863724510878",2018/8/8 14:27,2018/8/8 14:37
1.75926E+13,"122.84347,41.993942","122.8435156508,41.994614281559","122.8404046865,41.992746385862",2018/8/8 21:58,2018/8/8 22:03
